name	wordnet	sumo	sumo_rel	schemaorg	yago	wikidata	opencyc	bfo	dolce	dul	gloss	origin
theoretical-account	05890249	Proposition	+								"a hypothetical description of a complex entity or process; ""the computer program was based"	core
theorist	10706812	Human	+			Q18931911					someone who theorizes (especially in science or art)	core
therapist	10707233	Position	+			Q2518689					a person skilled in a particular type of therapy	core
therapy	00661091	TherapeuticProcess	=		Therapy	Q179661					"(medicine) the act of caring for someone (as by medication or remedial training etc.); ""th"	core
thigh	05562249	BodyPart	+			Q129757	Mx4rvVjN7JwpEbGdrcN5Y29ycA				the part of the leg between the hip and the knee	core
thinker	10708292	CognitiveAgent	+			Q18003128					"an important intellectual; ""the great minds of the 17th century"""	core
thinking	05770926	Reasoning	=			Q9420	Mx4rvViHGJwpEbGdrcN5Y29ycA				"the process of using your mind to consider something carefully; ""thinking always made him "	core
thorax	05552607	BodyPart	+								the part of the human torso between the neck and the diaphragm or the corresponding part i	core
thread	04426788	String	+			Q49007					a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and	core
thriftlessness	04894964	TraitAttribute	+								"the trait of wasting resources; ""a life characterized by thriftlessness and waste""; ""the w"	core
throat	05547508	Throat	=			Q174778	Mx4rwQtO_JwpEbGdrcN5Y29ycA				the passage to the stomach and lungs; in the front part of the neck below the chin and abo	core
throne	04429376	Chair	+		Throne	Q189233	Mx4rOVxI-im6QdifN7MwFspDTQ				"the chair of state for a monarch, bishop, etc.; ""the king sat on his throne"""	core
thumb	05567217	Thumb	+			Q83360	Mx4rvVjVbpwpEbGdrcN5Y29ycA				the thick short innermost digit of the forelimb	core
thunderbolt	11519121	Lightning	+								a discharge of lightning accompanied by thunder	core
ticket	06518719	Ticket	+	schema:Ticket		Q551800	Mx4rvVjUX5wpEbGdrcN5Y29ycA				a commercial document showing that the holder is entitled to something (as to ride on publ	core
tide	07402519	TidalProcess	=			Q23384	Mx4r0ET9oGEYEdaOHQACs0uFOQ				the periodic rise and fall of the sea level under the gravitational pull of the moon	core
tier	14428160	Attribute	+								"a relative position or degree of value in a graded group; ""lumber of the highest grade"""	core
tiger	02129604	Tiger	=			Q19939	Mx4rvVijVpwpEbGdrcN5Y29ycA				large feline of forests in most of Asia having a tawny coat with black stripes; endangered	core
tile	04435180	Artifact	+		Tile	Q468402	Mx4rvVkKLpwpEbGdrcN5Y29ycA				a flat thin rectangular slab (as of fired clay or rubber or linoleum) used to cover surfac	core
tilt	05068080	PositionalAttribute	+			Q1139344					"the property possessed by a line or surface that departs from the vertical; ""the tower had"	core
time-of-day	15228378	Hour	=								"clock time; ""the hour is getting late"""	core
time-period	15113229	TimeDuration	+				Mx4rvViAw5wpEbGdrcN5Y29ycA				"an amount of time; ""a time period of 30 years""; ""hastened the period of time of his recove"	core
time-slot	15270245	TimeInterval	+								"a time assigned on a schedule or agenda; ""the TV program has a new time slot""; ""an aircraf"	core
timetable	06496397	Text	+			Q221725					a schedule of times of arrivals and departures	core
tin	14658855	Tin	=			Q1096	Mx4rvVjKhZwpEbGdrcN5Y29ycA				a silvery malleable metallic element that resists corrosion; used in many alloys and to co	core
tip	06651577	Proposition	+			Q135189305					"an indication of potential opportunity; ""he got a tip on the stock market""; ""a good lead f"	core
tip-end	08663156	Region	+			Q135189305					the extreme end of something; especially something pointed	core
tire	04440749	Tire	=			Q169545	Mx4rvVjB1pwpEbGdrcN5Y29ycA				"hoop that covers a wheel; ""automobile tires are usually made of rubber and filled with com"	core
tissue	05267345	Tissue	=			Q40397	Mx4rhi2cWoNwEd2AAADggVbxzQ				part of an organism consisting of an aggregate of cells having a similar structure and fun	core
tissue-growth	14234074	AnatomicalStructure	+								(pathology) an abnormal proliferation of tissue (as in a tumor)	core
tissue-paper	15074962	Paper	+			Q1471060					a soft thin (usually translucent) paper	core
title	05181199	NormativeAttribute	+		Title						"an established or recognized right; ""a strong legal claim to the property""; ""he had no doc"	core
title-of-respect	06339416	Word	+			Q216353					"an identifying appellation signifying status or function: e.g. `Mr.' or `General'; ""the pr"	core
toast	07686873	BreadOrBiscuit	+			Q6128	Mx4rvVjNQZwpEbGdrcN5Y29ycA				slices of bread that have been toasted	core
toe	05577410	Toe	=			Q154425	Mx4rvVjCHZwpEbGdrcN5Y29ycA				one of the digits of the foot	core
token	06795746	ContentBearingObject	+				Mx4rvijV7JwpEbGdrcN5Y29ycA				"an individual instance of a type of symbol; ""the word`error' contains three tokens of `r'"""	core
toll	13323749	CurrencyMeasure	+			Q191316					a fee levied for the use of roads or bridges (used for maintenance)	core
tomato	07734017	Tomato	=			Q20638126					mildly acid red or yellow pulpy fruit eaten as a vegetable	core
tonality	06863751	RadiatingSound	+			Q192822					any of 24 major or minor diatonic scales that provide the tonal framework for a piece of m	core
tone	07082573	SoundAttribute	+			Q833734					"the quality of a person's voice; ""he began in a conversational tone""; ""he spoke in a nervo"	core
tongue	05301072	Tongue	=			Q9614					a mobile mass of muscular tissue covered with mucous membrane and located in the oral cavi	core
tool	04451818	Device	+		Tool	Q39546	Mx4rwPznZJwpEbGdrcN5Y29ycA				an implement used in the practice of a vocation	core
tooth	05282746	Tooth	=			Q553	Mx4rvVjUEZwpEbGdrcN5Y29ycA				hard bonelike structures in the jaws of vertebrates; used for biting and chewing or for at	core
top	04453666	Shirt	+			Q1435365					"a garment (especially for women) that extends from the shoulders to the waist or hips; ""he"	core
top-side	08663354	PositionalAttribute	+								"the highest or uppermost side of anything; ""put your books on top of the desk""; ""only the "	core
topic	06599788	Proposition	+								"the subject matter of a conversation or discussion; ""he didn't want to discuss that subjec"	core
topographic-point	08664443	Region	+								"a point located with respect to surface features of some region; ""this is a nice place for"	core
torch	04456115	LightFixture	+			Q327954	Mx4rvVj7WZwpEbGdrcN5Y29ycA				a light usually carried in the hand; consists of some flammable substance	core
torso	05549830	Torso	+			Q160695	Mx4rvVkJjpwpEbGdrcN5Y29ycA				"the body excluding the head and neck and limbs; ""they moved their arms and legs and bodies"	core
torture	00421437	Injuring	+		Torture	Q132781					the deliberate, systematic, or wanton infliction of physical or mental suffering by one or	core
total-darkness	13983807	Unilluminated	+								"total absence of light; ""they fumbled around in total darkness""; ""in the black of night"""	core
touch	05722427	TactilePerception	+				Mx4rvVjqV5wpEbGdrcN5Y29ycA				"the sensation produced by pressure receptors in the skin; ""she likes the touch of silk on "	core
tourism	00298161	TourismIndustry	=		Tourism	Q49389	Mx4rRwvixi9QQdiR4tL0hrZPBw				"the business of providing services to tourists; ""Tourism is a major business in Bermuda"""	core
tourist	10718131	Tourist	=				Mx4rwPfOI5wpEbGdrcN5Y29ycA				someone who travels for pleasure	core
tournament	07464725	Sport	+		Tournament		Mx4rwOI75pwpEbGdrcN5Y29ycA				a sporting competition in which contestants play a series of games to decide the winner	core
towel	04459362	Device	+			Q131696	Mx4rvVia1JwpEbGdrcN5Y29ycA				a rectangular piece of absorbent cloth (or paper) for drying or wiping	core
tower	04460130	Building	+		Tower	Q12518	Mx4rwPK8UJwpEbGdrcN5Y29ycA				a structure taller than its diameter; can stand alone or be attached to a larger building	core
town	08665504	City	+		Town	Q3957					"an urban area with a fixed boundary that is smaller than a city; ""they drive through town "	core
toy-marble	03721047	Ball	+			Q200199					a small ball of glass that is used in various games	core
trace	06647036	ContentBearingObject	+			Q139845583					a visible mark (as a footprint) left by the passage of person or animal or vehicle	core
track	04464211	Device	+								(computer science) one of the circular magnetic paths on a magnetic disk that serve as a g	core
tracking-chart	07000065	Icon	+								a chart or map showing the movements or progress of an object	core
tract	06409290	Book	+			Q190399	Mx4ryTtpIYuaEduDlwACs6hPlA				a brief treatise on a subject of interest; published in the form of a booklet	core
traction	11460281	Friction	+			Q1852039	Mx4rl7b5RCqhQdideezSqayjYg				the friction between a body and the surface on which it moves (as between an automobile ti	core
trade	00606370	OccupationalTrade	=		Trade	Q2207288					"the skilled practice of a practical occupation; ""he learned his trade as an apprentice"""	core
trader	10720453	SalesPosition	+			Q1424605	Mx4rvVkAlZwpEbGdrcN5Y29ycA				someone who purchases and maintains an inventory of goods to be sold	core
traffic	01113867	FinancialTransaction	+			Q4323994	Mx4rwP1OwZwpEbGdrcN5Y29ycA				buying and selling; especially illicit trade	core
traffic-ticket	06558678	LegalSummons	+								a summons issued to an offender (especially to someone who violates a traffic regulation)	core
tragedy	07016948	Text	+		Tragedy	Q80930	Mx4r6N_vJjoYQdeFkYHS97kv7Q				drama in which the protagonist is overcome by some superior force or circumstance; excites	core
trail	05826914	Proposition	+		Trail	Q628179	Mx4rwP1K_pwpEbGdrcN5Y29ycA				"evidence pointing to a possible solution; ""the police are following a promising lead""; ""th"	core
train	04468005	Train	=		Train	Q870					public transport provided by a line of railway cars coupled together and drawn by a locomo	core
train-ticket	06519607	Ticket	+		Train_ticket		Mx4raPKXuC92EdqAAAACs71DGQ				a ticket good for a ride on a railroad train	core
trainer	10722575	SocialRole	+			Q3077353	Mx8NhB4rvuAoI5wpEbGdrcN5Y29ycB4rvVjnN5wpEbGdrcN5Y29ycB4rvVj-fZwpEbGdrcN5Y29ycB4rvV9B6ZwpEbGdrcN5Y29ycA				one who trains other persons or animals	core
training	00893955	EducationalProcess	+		Training	Q918385					activity leading to skilled behavior	core
training-workshop	00892413	EducationalProcess	+			Q27556165					a brief intensive course for a small group; emphasizes problem solving	core
trait	04616059	TraitAttribute	=								a distinguishing feature of your personal nature	core
transaction	01106808	Transaction	=			Q1166072	Mx4rvVjdf5wpEbGdrcN5Y29ycA				"the act of transacting within or between groups (as carrying on commercial activities); ""n"	core
transaction-record	13403643	Certificate	+								"a document that can serve as legal evidence of a transaction; ""they could find no record o"	core
transmission	04472243	AutomobileTransmission	=			Q118093	Mx4rvVi1oZwpEbGdrcN5Y29ycA				the gears that transmit power from an automobile engine via the driveshaft to the live axl	core
transport	00315986	Transportation	=		Transport	Q2334804	Mx4rv-6HepwpEbGdrcN5Y29ycA				the act of moving something from one location to another	core
transport-ticket												core
transportation	01105259	TransportationService	=			Q2334804	Mx4r4Ew5JghxEduVMgDggVaqog				the commercial enterprise of moving goods and materials	core
trap	04474466	TrapOrCage	+			Q7835525	Mx4rvVis8pwpEbGdrcN5Y29ycA				a device in which something (usually an animal) can be caught and penned	core
tray	04476259	Tray	=		Tray	Q613972	Mx4rvViHq5wpEbGdrcN5Y29ycA				an open receptacle for holding or displaying or serving articles or food	core
treasure	08463969	Collection	+		Treasure	Q272937	Mx4rEF23Gi9OQdiXeI8nguuGCA				"a collection of precious things; ""the trunk held all her meager treasures"""	core
treasurer	10727256	Treasurer	+			Q388338	Mx4rvOL_5OWEQdiVDMvNwm2yFA				an officer charged with receiving and disbursing funds	core
treat	07289358	Process	+				Mx4rP9iVAywaEdiUggAH6RYvSQ				an occurrence that causes special pleasure or delight	core
treatment	01134861	Managing	+				Mx4rxwIIhLi2EdmAAAACs6hRjg				"the management of someone or something; ""the handling of prisoners""; ""the treatment of wat"	core
treaty	06773434	Treaty	+		Treaty	Q131569	Mx4rwD8ghJwpEbGdrcN5Y29ycA				a written agreement between two states or sovereigns	core
tree	13104059	BotanicalTree	=		Tree	Q10884	Mx4rvVjPdZwpEbGdrcN5Y29ycA				a tall perennial woody plant having a main trunk and branches forming a distinct elevated 	core
trench	04478889	Hole	+			Q1852785	Mx4rv1gmFpwpEbGdrcN5Y29ycA				any long ditch cut in the ground	core
trial	05799212	ConstantQuantity	+		Trial	Q8016240	Mx4rvWPSj5wpEbGdrcN5Y29ycA				"trying something to find out about it; ""a sample for ten days free trial""; ""a trial of pro"	core
triangle	13879320	Triangle	=				Mx4rvVjrapwpEbGdrcN5Y29ycA				a three-sided polygon	core
tribulation	07372959	SubjectiveAssessmentAttribute	+								"an annoying or frustrating or catastrophic event; ""his mother-in-law's visits were a great"	core
tribunal	08329453	Government	+		Tribunal	Q41487	Mx4rvWhGJJwpEbGdrcN5Y29ycA				an assembly (including one or more judges) to conduct judicial business	core
